,review_id,text,breakfast/brunch,atmosphere,mexican food,fast food,waiting time,service quality,Japanese food/seafood,pizza/wings,healthy,flavor,bar/alcohol,price,location
77493,yNRsLn7eZOzUcUxlk6g5Yg,"Such a cute little cafe run by a wonderful family! I want this place to be recognized and become more popular!!! I stopped by on a Saturday morning with some friends to try out their brunch. I passed by when driving because it's hidden in a weird spot. Plenty of parking in the back though.
 

 We chose this spot because the price was right and they advertised bottomless mimosas. The mimosa choices were orange or cranberry and the staff was generous in coming back to check on our glasses (the bubbles used are Verdi, which I really am not a fan of). Cute glassware and the other drink choices they have are lovely. The food was excellent for the price! I enjoyed the scrambled egg platter as part of the Saturday Special Brunch option for $14 (this includes the mimosas!). It was scrambled eggs, cheese grits, bacon/sausage and a biscuit. Plenty of food and well made...not to mention it comes with bruschetta as an appetizer!! The cheese grits were awesome!! 
 

 The family and the cozy ambiance of this place are what make it truly special. The staff was so kind and even had their granddaughter working with them. Their food is homemade from what I could tell and they put their love into what they do. Please go visit them and bring your friends!",0,1,0,0,0,1,0,0,0,1,0,1,1
19477,sEWLTVfNEiwgWQ7F6u6i5Q,I can't say much because I only ordered the soup of the day which was a red pepper tomato soup with coconut. It was not good. I usually love red pepper tomato soup but I think the coconut just threw it all the way off. It almost tasted like Indian masala which isn't bad but wasn't what I wanted to just eat. The service was amazing though. Sat outside on the patio and it was a great night for it. The weather was perfect.,0,1,0,0,0,1,0,0,0,1,0,0,0
165458,oKKyTp8prBqCQBOQoWGKyA,"Had a wonderful evening at Half Liter! This spot is going to be huge. They've really outdone themselves crafting a really fun atmosphere with great food. We came on an unseasonably warm day in March. It's all very open to the outdoors with a really rowdy-fun dining room. Once Indy warms up, Half Liter will be my go-to summer meet-up spot.
 

 There's something about getting a quality German-style brew in a big ol' steiner with dinner. Our table ordered almost all the meats and everybody loved their food. I went for the Eddie's melt with a side of mac and cheese. SO GOOD! Both were rich and packed with flavor as you'd hope from a neighborhood BBQ joint. Will definitely be back both for the food and fun atmosphere.
 

 I'll let you know that the parking may be full and you may have to park at one of the side streets and walk up. Also, they have a strange system of ordering that you'll have to figure out when you get there. It seems to confuse more than streamline the process as we had waiters bringing food to our table the whole time that wasn't ours. I think they would benefit from switching to the traditional restaurant model or if they want to make their current model work you just swipe your card at the door rather than worry about setting up a tab between two stations.",0,1,0,0,0,-1,0,0,0,1,0,0,-1
288802,gswwLhAAitdLN5B50MLuQA,"Great service, always a quick drive-thru experience, and great drinks! The employees here are happy to be at work and it shows. The iced honey lavender latte with oat milk is my go-to and it is incredible. The prices are good for the quality and I always go here if I need something quick and consistent!",0,0,0,0,1,1,0,0,0,1,0,1,0
374432,ySjm5vePf1FPO_tj1dYS-w,Today was my first time going to The Hall. I really loved the concept and the trendy atmosphere. I went for brunch with some ladies and it was the perfect place for us to catch up. The extensive menu offers a wide selection of food options. It was fun to discuss the various options then try each other's food. There were so many things I wanted to try on the menu so I definitely will be going back.,1,1,0,0,0,0,0,0,0,1,0,0,0
265275,37-DQxztqH_u7gAe1L6Z9A,"A new place that opened up near work and stopped in for lunch. The place was not overly busy and our waiter took good care of us throughout our meal. We started with the guac, which was quite tasty but ran out of chips pretty quickly. Fortunately, they were happy to bring out more. My enchilidas was tasty and although I was stuffed, had to get some churros for dessert! I pretty much went back to the office to take a nap after all that food! Looking forward to going back.",0,0,1,1,0,1,0,0,0,1,0,0,1
284450,kNvu5VmVhrjW5qc_nDQUXw,"So disappointing. We ordered a meat lover's pizza, which was supposed to have pepperoni, meatballs, Italian sausage, and Canadian bacon. There were NO meatballs, it was super greasy, and only the ends of the pizza dough were crisp.  The rest was soggy.  
 

 The entire place was super hot and it felt like the AC was broken or off.
 

 We had to ask for a sweet tea refill and the server brought a regular tea.
 

 The first visit we had there was sooooo much better.",0,-1,0,0,0,-1,0,1,0,-1,0,0,0
54963,tAOvj9PPnjcQeJIHWKH5ow,"I stopped at Frog Pond Downtown St. Pete this morning for a quick breakfast. It was my first time there and I was quite impressed. The food, service, value, and location are great. My server was very friendly and attentive. I ordered the meat lovers skillet with scrambled eggs. It came out pretty quickly and was very tasty. The portion size was large and filling. I was in and out in about 30 minutes and my meal was only $12. Overall experience was great and I am really looking forward to a return visit.",0,0,0,1,0,1,0,0,0,1,0,1,1
136818,pVaCIr31GR2dBHDlbFq8Mg,"My friend has been talking about this place since I booked the trip to New Orleans. This place did not disappoint! Honestly it's so nice to dine in again! The staff wear masks and sanitizers are provided throughout the restaurant. We started off with a dozen of raw oysters which tasted fresh & not fishy. But the best thing next was the charbroiled oysters. Yo... take the bread and dip it in that buttery sauce. It was so delicious that we ordered two rounds of them. I ordered the stuffed lobster and it was delicious! The price wasn't even bad either. My friend ordered the lobster Mac and cheese staying it is cheesy (like him). My other friend ordered the gator tacos which she loved. And the gumbo was amazing. Also had some hurricanes, which is a must in NOLA. Definitely will come back.",0,1,0,0,0,1,1,0,0,1,0,0,0
450847,H1-fQfcDhl0oDEW4t7FlUg,I am originally from Burlington City. I have wanted to try this restaurant for a bit now. I was in town for my grandmother's funeral so I stopped by. I had an early dinner at the bar on Friday 2.1.19. Menu and wine list offer up decent options. I chose Lobster Fra Diavolo and The Stag cabernet. Riccardo offered excellent service. Food and wine were very good.,0,0,0,0,0,1,1,0,0,1,0,0,0
40924,an8OCv97ID5WBU4c-6aqcw,"The food was amazing and l loved the green sauce, but I totally whiffed on my order. 
 

 I thought I ordered the Paneer Butter Masala entree, but mistakenly ordered the paneer tikka appetizer. It was still very good, but my heart was set on some Indian comfort food, cheese cooked in a hearty creamy tomato sauce. Instead I got grilled cottage cheese and veggies which is more of a appetizer. 
 

 The Samosas were huge and off the hook! One order comes with two, which is pretty pricey, but worth it. Dip these in the green sauce! I could literally drink that green sauce! 
 

 I will be back and I will conquer my paneer butter masala plate!",0,0,0,0,0,0,0,0,0,1,0,1,0
506233,j7Up0cAS3KeEzthh3e5Tcw,"When I told people I knew that my husband and I were going to Nashville, this was one spot people told me I couldn't miss. And the people are right.
 

 This museum is amazing and goes over so much Johnny Cash history. It's located right off Broadway so a really easy spot for tourists, like me, who are visiting and want to get some history. It starts from his early childhood and goes through his entire life. There are artifacts everywhere, from clothes he wore on stage, to letters he wrote to friends (even before he was famous). I was completely taken aback at by how incredible this was. 
 

 The tour is self guided and you can just walk through and enjoy everything. There's lots to read and enjoy and they even have some videos and music you can listen to. I also appreciated that there were bathrooms inside the actual museum because they let us know once we were in there and left, we wouldn't be able to come back in. We took about two hours to soak up as much as we could. They allow you to take photos but no videos.
 

 The last part of the museum is where they play his music video ""Hurt"" and even showcase the chair he sat in, as well as the ring he wore. I felt so completely moved by it.
 

 Definitely would recommend this as a must-see and must-experience in Nashville. And since we visited a week ago, I can't get the song ""walk the line"" out of my head, but not complaining.",0,0,0,0,0,0,0,0,0,0,0,0,1
571970,TLmwka69I4r8GLGYNt0uQg,"Was staying very close to this place on my trip to Nashville. Being sort of a OCD donut freakazoid I had to try the donuts. I had a creme brulee and a raspberry filled. The creme brûlée donut was fantastic - the crunch on top was perfectly sweet, crunchy and thick! Yum! The raspberry donut had plenty of filling. The filling was good but not great. My wife LOVED her choice which was the maple bacon. I'll probably have to go back before I leave Nashville to try the biscuits!",0,0,0,1,0,0,0,0,0,1,0,0,0
75778,SKQQOQdTQjvO7MGhvTwQJw,"Not only are the burgers great, but they also have great options if you're trying to eat healthier. Super good salads with fresh ingredients, lettuce wrapped burgers, or their current specialty menu item, roasted Brussel sprouts. 
 

 The drive thru takes a little bit longer than most, but I was still in and out of their in less than 10 minutes with hot, fresh food and a smile. 
 

 I really appreciate the high quality ingredients that are used here. Definitely tone of my go to spots for a quick and delicious meal.",0,0,0,1,1,0,0,0,1,1,0,0,0
134344,PgkiCIxkuNDC1K0IoPsROw,"So a pretty damn good experience and definitely but quality, better service, and much fresher than the hot pot spot in New Tampa. Our server went above and beyond by starting our experience with demonstrating the cooking techniques and little extras that made our experience so positive. Very fresh meats and vegetables, more sauces than you could ever need, and the brotha had great flavor. Now the only thing I can't figure out about these hot pot places is you start with a flavored broth and then your refills are just chicken stock? At close to $30 a person why can't I get refilled with the broth I initially requested? I would also like a refillable drink instead of a single can with a straw stuck in it? Glass? Ice? Cmon gang. This will probably become a regular stop although I still wonder if I'm eating enough to get my monies worth? I'm mean really I'm paying a good amount of money to do all the cooking myself, lol. Welcome to America.",0,0,0,0,0,1,0,0,0,1,0,-1,0
444531,atqjuGKj9_qjFuATxBifDg,I wish I lived in Carmel just so I could frequent this establishment more often. Everything is so good and super fresh. The staff is the friendliest group of people I have ever encountered. Watermelon Kombucha was also amazing and delicious.,0,0,0,0,0,1,0,0,0,1,0,0,0
613308,tPE5QhLnXHeKeK80VJCtRA,"Walked in order two #4's which is two slices of pizza and drink. Price was right where it needs to be for this slice and the actually slice is top notch. Having been in NYC many times this is exactly what you would find and expect as slice of pizza from NYC. The size tells it all in its name and is worth everything. Did I mention that sauce??? I need a copy of that flavor, 5 stars hands down",0,0,0,0,0,0,0,1,0,1,0,1,0
443129,c1wJVhhcBYzwLz353tn8gw,A great spot with options for everyone. The setup is like a mall food court. They have a lot of seating witch makes it good for groups. You can sit inside or outside. Lunch service is quick. They have smaller portions for lunch as well. I just wish they had more vegetarian options.,0,0,0,0,1,0,0,0,0,0,0,0,1
540265,C2tVtD0rSIHMVvwpu4H9uA,"A little disappointed to be honest. Was told this was a ""spot"" to try. Service was amazing, waiter was spot on during our entire meal. This is not a place to go if you are expecting large portions, Portions are smaller than expected for the price. Great Bloody Mary's (best part of the meal), honest review, sorry....",0,0,0,0,0,1,0,0,0,0,0,-1,0
345564,1Q63FGeIJNpgg8FFZzGWcw,"My daughter & I had brunch at Rooster on our way out of STL & it did not disappoint.
 I had the Mo. Made German Style Sausage Crepe 
 And it was delish, savory with a slight bit of sweetness.
 She had the smoked sirloin & goat cheese crepe was was very pleased. This was my second time here & will be returning next time I am in STL",1,0,0,0,0,0,0,0,0,1,0,0,0
412299,qvwxhHmXCBmIO-Uut5g4tw,"I got an AJ's panini for lunch. The panini was pretty good. The fries were the best ever. They tasted like they were coated and double fried. The shop smelled like fried calamari and it smelled delicious in there. For $7 I got a hearty meal with the panini and fries. It definitely filled my sandwich craving for the day. I'll be back to try more.
 

 I was curious if they have slices-to-go because it is such a small shop. They do have maybe 4 types of pizza for slices-to-go. I want to try some pizza next time. Everything is reasonably priced.",0,0,0,1,0,0,0,0,0,1,0,1,0
367137,suFBv5ehxiqySN3xc-TYMw,"Monday night is the night to go. Bar stools made for sitting- friendly staff, music and atmosphere great. Clean, and superb large dry rub with excellent flavor fried wings. Go herr, thank me later",0,1,0,1,0,0,0,0,0,0,1,0,0
282110,xMjoFTNDQ-Hh1xGAU3Be2w,"When it comes to chain restaurants, I usually only stop by when I need food fast and on the go. Well, one day I was craving a burger and wanted one for the ride home from work. And the closest place from where I work was the good 'ol Steak 'n Shake in South Reno. I proceeded to order through their drive thru and I was surprised on how good their burgers were. 
 

 As mentioned above, I ordered food to-go from their drive thru one day after work. I ordered a few items since I was feeling pretty hungry. I decided to get their Garlic Double (4.99), Original Double 'N Cheese (4.99), the Portobello 'N Swiss (8.49), and lastly their White Truffle Prime Steakburger (8.99). After paying, the person working the drive thru said it'll be just a moment for the Prime Steakburger. The wait wasn't long at all and I was pretty astonished that there was an actual wait time, unlike most fast food burger joints that usually have your food ready soon after ordering. After a couple of minutes, I was handed a bag with all of my goodies and I drove home eager to eat those burgers. Firstly, when it comes to presentation, there really is none. Their burgers are wrapped up tightly and once unraveled, usually are covered in oil and grease. But that's to be expected. But what they lack in presentation, they make up for in taste. Each burger was uniquely delicious. The Portobello 'N Swiss was packed with mushrooms, just the way I like it. The Garlic Double is perfect for those who absolutely love garlic. Their Original Double 'N Cheese was a classic double cheeseburger. The White Truffle Prime Steakburger had a slight taste of truffle, but overall was pretty good. 
 

 I visited a week later, and noticed the drive thru had a couple cars in it, so I decided to park and order from inside. After I walked through their front doors, I was completely blindsided when I saw a ""Wait To Be Seated"" sign and a bunch of diner styled booths filled with people munching away. One of their waitresses asked how many people were in my party and I quickly blurted out ""Just one."" As I was seated in one of their booths in the front, I thought to myself ""Maybe I should have just gone through the drive..."" But oh well, I was there and I decided to get the full experience. As their restaurant name suggested, I had both a Steak(burger) and Shake. I wanted to try their White Truffle Prime Steakburger again and for the shake, I got the Very Berry Strawberry Shake. Both burger and fries arrived on a plate, not wrapped. And since the burger was freshly made, it looked great! Not only was it appealing in looks, but it tasted so much better than if it were to eaten to-go. Food is just better eaten freshly made, rather than letting it sit, even if it is just for a couple of minutes. The shake was very much refreshing and a nice compliment to the burger. Food and drinks aside, service was also good. My waitress would frequently check up on me to see how I was doing. At first, I wished to have gone through their drive-thru, but after my dining experience here, I'm pleasantly happy about my surprise mistake. And just so you know, you can actually just order up in the front if you don't wish to dine in. 
 

 If I learned anything today, it's that Steak 'N Shake definitely stands out from those other contending fast food burger joints. I want to say that Steak 'N Shake falls right in the middle when it comes to being a fast food and sit down restaurant. If wanted your burger to-go, there's always the drive through. But if you have time to kill and want a classic diner experience, stop by and dine in. Their dine in menus are more extensive with all sorts of sides, salads, and other entrees. I know for a fact that if I'm craving burgers again, Steak 'N Shake will be my next stop.",0,0,0,1,1,1,0,0,0,1,0,1,0
603008,9z2FlNSFyKsvP5X1thZ1AA,Stopped here when we were in the area visiting and sat outside. Service was great and food fresh. They have inside and outside with fans. They had a guitar player singer which was nice too outside. All of our meals were delicious. It's located near the downtown area with plenty of their own parking. If in the area and looking for fresh fish or lobster dinners that they specialize in stop by!,0,1,0,0,0,0,1,0,0,1,0,0,1
168644,6K7QIgQnQVfE81su1PjlFg,"From food to drinks to decor to service, everything was great! I had the flirtini for my drink off of the waiters recommendation and it was delicious! Well I forget what my friends drank but all the drinks were delicious!
 

 For a starter we shared sushi and for my meal I had the scallops with ramen. My friends both had steak. Everything was delicious and I will def be back! 
 

 Even the bathroom was super nice and clean which is a huge deal for me!",0,1,0,0,0,1,0,0,0,1,1,0,0
500263,wznmIQfbFe4uqqahGZ5pqw,"A lot of great things are going on at this place. They definitely have an extensive menu with something for everyone. Including the tree hugging, granola loving hipster inside of me. I ate there two days in a row. The first morning went off without a hitch and everything was delivered on time, and the food was good. Eggs were cooked to perfection. 
 

 The second day we waited in line for a very long time and even longer to get for two bagel sandwiches. I was shocked that we had not received our food after 45 minutes, no one came to even let us know what was going on. I had to walk back downstairs and ask about the food. The guy at the front seemed like he could care less as he said he would ""check on it""... no apology, no friendliness. Again 15 minutes had past with no food, I finally had to flag down a table busser who went downstairs and I guess he finally told the kitchen to get cracking on the order. We had to take it to go and because of the ridiculous amount of time it took to get our food, my friend almost missed her flight. I would definitely try it again but if you're in a hurry, meaning you need to eat in less than one hour, go somewhere else.",0,0,0,1,-1,-1,0,0,0,1,0,0,0
309229,H3f66FmYY871A8FqDj1r8g,"Everything was soooo good, delicious small plates, great service, I loved my wine based cocktail. We'll definitely be back!",0,0,0,0,0,1,0,0,0,1,1,0,0
324670,ovEViXjSCdZx4h_2DjwkEw,"The service was decent. I ordered a rice bowl that came with flank steak and kimchi and spinach. There was maybe 3 spinach leaves. The flank steak was a little greasy. 
 

 My friend got the Italian Mac n cheese which was good. Not that flavorful but good. She had an allergic reaction and I'm assuming there may have been pesto in it. Don't recall seeing it on the menu, but she didn't ask (dumb). 
 

 The live music was nice and set a pleasant mood.",0,1,0,0,0,1,0,0,0,-1,0,0,0
182249,u_v_LrP3wlBgM46xzsPFrw,"Stopped in for an ice cream fix before heading back home after a day exploring New Hope. I got pumpkin ice cream which was delicious. The waffle cone they served me also tasted great. The ice cream wasn't as cold as I wanted. It was delicious, don't get me wrong, but I like my pumpkin ice cream super cold and that it wasn't. My friends raved about their ice cream and loved it. Also always hate cash only. I would return if I was in the area though",0,0,0,0,0,0,0,0,0,1,0,0,0
564719,d57ywbXGdrIa_xn9HnSrsA,"Super cute place 
 Very cozy and romantic 
 Great date place 
 Prices are very affordable 
 Deviled eggs were good just super cold 
 And a little more on the saltier side 
 The poutine was omg amazing 
 The fries were so crispy and the gravy and brisket was omg made to perfection 
 Service was good!",0,1,0,0,0,1,0,0,0,1,0,1,0
416511,9naqslfzxyE_B8noIUYUcw,"This was my 3rd or 4th time eating here in the 2 years that I've lived in Santa Barbara. Food tastes good but the last two times I've been rather disappointed. The food was served warm nearly room temp. And my friends said the same thing about their meal. I mentioned it to the server who said that the cooks ""warm the food"" not really sure what that means...
 

 Like I said, tasted good. Plated well. Just wished that it was served hot.",0,0,0,0,0,0,0,0,0,1,0,0,0
198944,_iDVIZMl3_0cQD_s9EOcSQ,"My daughter and I came into the city to see Hamilton (on 10/29) and wanted to find a restaurant close by. We both love Indian food and decided to try Veda. The place is cool with a modern vibe with a large a bar.
 

 The menu has a variety of options for meat and vegetarian eaters. Servers wore mask and gloves while serving. They were pleasant, polite and prompt.
 

 Our drinks was their fall Moscow Mule and daughter had Pellegrino.
 

 Our starters were Veggie Samosa and Goan Crab Cakes. Loved the Samosa's. Daughter wasn't fond of the crab cake but I was ok with it.
 

 Entrées: Pindi Channa (Chickpeas) - spicy but good. Kerala Tamarind fish (Seabass) - moist, tasty and tender.
 

 We will definably come back maybe try their brunch. Thanks, Veda, for a great cultural experience.",1,0,0,0,0,1,0,0,0,1,0,0,0
189271,vhR3aSGRXcDvSRKh8TJJBA,"Cool spot. Cute interior decor, does feel like a big eclectic living room.
 

 Not the quickest service. Stacy is waiting on us. 
 

 We ordered the crispy Brussels sprouts, kale Caesar with blackened chicken and a grain salad with blackened chicken.
 

 Some wilted and brown lettuce on both of our salads. 
 

 The grain salad was good and filling, especially with the blackened chicken. The chicken was nicely cooked too. 
 

 The kale Caesar was good, chicken was also nicely cooked. Thin coat of dressing on both of our salads. 
 

 $46.01. 
 

 Service and food was good.",0,1,0,0,0,1,0,0,1,1,0,0,0
520490,_iE_ID-6ZJYAYJavBXoV4A,"You have to love Wednesday nigh $1 oyster. Added bonus--they are blue points--much better than the gulf oysters I typically eat at home. 
 

 Great prices, good food, friendly service. Most menu items run around $15-$25 per plate. The sandwiches are great--highly suggest the catfish sandwich. 
 

 Also, get order a NattyBo with the old bay rim!",0,0,0,0,0,1,1,0,0,1,0,1,0
340562,k9uBsmSar6uoDLZsYHV_hQ,"Went here on a business lunch. Staff was very friendly. It is a small buffet that seems to cater to typical American tastes - two kinds of Sweet & Sour: pork & chicken. I found the food to be very fresh and small portions are placed on the buffet so it comes out fresh very often. Best thing I had were the Spring Rolls. The was a nice ginger undertone to the spring rolls that made them extra delicious. 
 

 Under $10 with the drink included, really can't be beat. Quality on the buffet is better than some take out places.",0,0,0,0,0,1,0,0,0,1,0,1,0
634448,rDYvJxjM-0_cGyuESxiTlg,"I really hope my friend, who recommended we go here, does not read this. This is the definition of mediocre. Once you get past the cutesy Irish decorations and actually get to the food, you will be disappointed.
 

 I ordered corned beef and cabbage. I did not have the heart to send it back, but it was totally gross. The meat was sliced off some hunk of something, 1/8' thick, and literally like shoe leather. Just hideous. Look up pictures on google of juicy, colorful corned beef. This was not it. The cabbage was a head they just whacked in half and barely cooked. It even still had the root attached. I mean, just gross gross gross. Potatoes and carrots were ok, tough to ruin those.
 

 My friend had loaded potato skins, and those were tasty.
 

 The place is comfy, and has nice Irish décor, as expected. Staff very pleasant.
 

 For goodness sake, put a list of the beers on tap in the menu. Had to ask the waitress, and she really had no clue. Read off a few and said ""there is a list somewhere"". Gave up and just ordered something I liked, but no unusual or local beers. Disappointing.
 

 I really should have taken a photo of the corned beef, as I would like to know what it really was.  
 

 I don't live near here, so I won't go back to see if there is anything better. 
 

 I recommend you stay away, unless you know there is something on the menu that is made properly. I hear the fish and chips are good, but I don't eat fried stuff often.
 

 Like many restaurants in FL, people give way too many stars for just average food. 3 stars is good for average. How this gets 4 is beyond me!",0,0,0,0,0,-1,0,0,0,-1,0,0,0
143374,VkYwXwEP61o8dMCDhH9hrw,"This is the coolest ramen place in St Pete. Been here a few times since it opened and have always left satisfied. I was told that the old chef just left recently so a lot of the specials they had will no longer be available. They still have all their standard ramen and apps. I used to love the seafood ramen special but alas no longer will be available.
 They have a happy hour from 4-7 with drink specials, no food specials. Even without the specials we still left satisfied. They do have valet parking in the evening which helps as street parking can be difficult. This is still my favorite ramen place in St Pete.",0,0,0,0,0,1,0,0,0,1,0,0,0
188662,7oX8Yb4_yHMe7nuN78U-jg,"First time here with this new concept. PIZZA CONES! 
 $5 bucks gets you a shot at trying one of these things. The place is bright and new. Honestly, the picture and concept don't appeal to me. The cones look kinda strange however, the pizza cone itself decent. It's one of those occasions where the quality and taste of the ingredients actually outperform how it looks. When you get to the bottom of it, it's a slice of pizza basically rolled into a paper cone. Would I eat it again, probably but just know your playing $5 for a slice of pizza. A little more than my wallet likes. I'd say just go for it! When was the last time you had a pizza CONE?",0,0,0,0,0,0,0,0,0,1,0,1,0
175280,2sD6V2EHhegXUoy0YnVxsA,"Got their ramen combo. Very decently priced and good quality food. The black shoyu ramen and the jigoku ramen are both pretty good. Very salty, but that's ramen guess.",0,0,0,0,0,0,0,0,0,1,0,1,0
280504,vxBo4EYXKn8X3gGAS_Rgfw,"I went in for East Passyunk Restaurant Week. Reserved a table in opentable and arrived 10 minutes early and sat instantly. Ordered the Tired Hands that was on draft and I have to say it was an amazing beer even my friend who doesn't enjoy beer enjoyed it. We ordered a sample of all three restaurant week course options and they were all delicious. The stand outs would have to be the Lamb Dumplings, Viet Meatballs, Mongolian Beef, Carrot Cake and the best part of the meal Sweet and Sour Brussel Sprouts. The service was good for how busy it was and it seemed like everyone was pitching in as a team which was awesome. Would definitely come back and try other stuff that wasn't offered in the Restaurant Week.",0,0,0,0,0,1,0,0,0,1,0,0,0
1106,0bvdGZz_aAg4CcwE_H0V3w,"Today, my Brother and I visited this restaurant for Lunch. 
 

 I had ordered the Spring Roll Appetizer, with a side of Sweet Chili Sauce, along with the ""House Pho Soup"", (Large Portion).
 

 The Spring Rolls were crispy, hot, cooked freshly, and very flavorful. It was a great way to start off the Meal. I cannot even begin to explain how earthy, herbal, refreshing, warming, and healthy the Soup was. I felt as if I was taking a sacred, ancient Tea remedy; mixing in additional Meats, Vegetables, Rice Noodles, and Garnishes. It was absolutely phenomenal. 
 

 The broth was exquisite, the Beef Meats were delicious, and you receive an enormous portion for only the price of $11.00. Even after eating half of it, I still couldn't fit all of my take-home leftovers in an entire Quart sized container.
 

 The facility is tucked away in a little Strip-Mall. It's pretty quiet, with a very modest level of customer visitation. However, they deserve more business traffic. If you fancy outstanding, cultural foods that are authentic, and want to support a local business? You need to visit this restaurant.",0,0,0,0,0,0,0,0,0,1,0,1,1
105103,mrr3dN06t4mLMclsiNMdRQ,"I must say, I was really impressed by this build-your-own-pizza spot. I went in thinking that it would just be like a MOD pizza joint. But first I noticed that the crust was a whole lot better looking - like a real pizza crust! And then I saw that they used a real pizza oven that got the temperature up way high like a pizza needs. The pizzas rotate through it so that they come out after a consistent time.
 

 I ordered a 10"" chipotle chicken pizza, which the menu marks as a favorite. Crust was indeed like a good pizza crust - dense, chewy, crispy edges. There was a good amount of crust between the edge and where the topping started. But when I picked up a slice, it was really heavy. Turns out that there was a lot of topping on the pizza. The chipotle chicken choice is a winner. Generous and delicious meat and sauce, with a nice piquant flavor that is interesting but not too hot. And the 10"" size is a real meal. Get that at MOD Pizza, and you need to order two bet be full. The large size at Firenza would need to be shared.",0,1,0,0,0,0,0,1,0,1,0,0,0
316451,Q-eOlE5nCCEENPd6-FZJNg,"Went with coworkers to try the new lunch menu. I had the miso glazed steak salad. It was very fresh and flavorful, and the steak melted in your mouth. It was just a tad on the pricey side for what I feel I got. Plates are a bit on the small side. I wasn't super excited when my plate was brought to me. Service was ok, not great. I like the fact that there are children's books for the little ones to read while waiting. I wouldn't rush back for lunch, but the burger did look pretty great. I want to go and check put the dinner menu too. I didn't see that they offered anything for desert on their menu, I feel that's a bit of a miss too.",0,0,0,0,0,1,0,0,0,1,0,-1,0
327319,WOm4PePEbgoXqCsO9VQKYw,This southern hospitality is amazing. My fried chicken and waffles was finger licking good. I highly recommend.,0,0,0,1,0,0,0,0,0,1,0,0,0
505078,HazPoMjaMEuxgGAMI48jfA,"Walked in with no reservation on a Friday night around 7 pm. Sat at the bar right away. The place itself is small but gorgeous inside and feels like a local neighborhood pub in New York. Very cool. Cocktails were Ok, and the bartender was alright. Then we ordered oysters and after an hour and 15 minutes I asked where they were and the girl said they were really backed up. We ended up leaving before we got them and they were taken off the bill. This was a first time experience and I'm sure the place is great, but I prefer woodwork for downtown cocktails.",0,1,0,0,0,0,0,0,0,0,1,0,0
257353,AioD89xVIdCZ2XuaVFgelg,My experience was okay. The food was okay. My server was nice. The drink I had was really good but I didn't taste any alcohol. Food took about 20 minutes to come out and it was clean.,0,0,0,0,-1,1,0,0,0,1,0,0,0
141834,uxjtcRIYaDsHz5eU1EGqUQ,"Out looking for a place to eat lunch.. one place was closed, the other so busy we did not want to wait. Found Santa Ana's on Yelp nearby, so headed over. Small place, plenty of seating...very nice people behind the counter! Friendly and willing to deal with my poor Spanish! :) 
 

 Nice display of empanada, pastries and such on the counter... and they do look good! And even better... the sell ICE CREAM, and it looks excellent! Both regular and waffle cones. Did not try any this trip, but that Coconut ice cream is calling my name!
 

 I ordered for the girlfriend and I. Two cheese empanadas, and two beef and potato empanadas to start with and then we split a Cuban sandwich. The cheese empanadas are wonderful... especially if you used the host vinegar salsa they give you with it... so tasty, and a lot of cheese in a nice pastry type shell. The beef and potato empanadas were ok... more potato than I used to for these... but tasty. 
 

 The Cuban sandwich (again with tomatoes and lettuce, my choice even though probably not Cuban traditional) was delicious... lots of pork and ham, with mustard and mayo.. and the bread was great, and well pressed and slightly crispy.
 

 I also ordered two large cafe con leches (sweet) and they were perfect. Not too sweet, and a wonderful coffee flavor.
 

 The staff were terrific! Could not ask for better service! Extra star just for that! :)",0,0,0,1,0,1,0,0,0,0,0,0,0
330132,tySJQSTNg9q3LZl_iSYSRQ,"OK, so let me say that it is fast food and expectations are low. But when you see advertisements on TV and online for a five dollar Chalupa Cravings Box, and you get to the local Taco Bell and they charge $5.99, that's false advertising, even when they add "" at participating stores."" As a consumer, how do I know which Taco Bells participate in these offers? Do I call around? Do I research online? Time to research takes the FAST out of FAST food. Then too, the beefy burrito is more bean than beef. So to advertise five dollar boxes that you end up paying $5.99 for, the least Taco Bell can do is make an honest effort to have the product match the advertised picture. Bottom line, buyer beware. And poor form Taco Bell.",0,0,1,0,0,0,0,0,0,0,0,-1,0
284189,WLnfGvqZG29Mr81sCM29HQ,Good food and drinks. Service was a little slow but it was VERY busy. We parked in the circle center mall parking hut there were some spots on the street. We had burgers and the pork loin. Delicious and close to Bankers Life which is where we were headed next!!,0,0,0,1,-1,0,0,0,0,1,0,0,1
293125,kAwZYUGITdqrkONxcceCsQ,"Ordered Fords Signature Burger that had red onion, tomato, lettuce, bacon, cheese and barbeque sauce!!! And wedge fries!! I ordered it at work thru Uber Eats! It was delicious! I enjoyed every bite!! Burger was big on my favorite brioche bun, fried were fresh and warm. Great packaging of meal also. Next time I will go and eat at the restaurant. Great job.",0,0,0,1,0,0,0,0,0,1,0,0,0
